,DATE,Unemployement,unemp_1_Month_Change,unemp_1_Year_Change,HPI,HPI_1_Quarter_Change,HPI_1_Year_Change,Per_Capita_Income,Income_1_Year_Change,CLF,CLF_1_Year_Change,POP,POP_1_Year_Change,GDP,GDP_1_Year_Change,State,MSA,HPI_in_1_year,HPI_in_2_years,HPI_in_3_years
37,1999-02-01,3.6,0.0,-0.181818182,,,,,,691.894,0.009490960607771548,,,,,NV,Las Vegas-Henderson-Paradise,,,
38,1999-03-01,3.7,0.027777778,-0.159090909,,,,,,691.506,-0.0005607795413749006,,,,,NV,Las Vegas-Henderson-Paradise,,,
39,1999-04-01,3.8,0.027027027000000002,-0.11627907,112.22,-0.000445355,0.01593337,,,695.321,0.005516944176912508,,,,,NV,Las Vegas-Henderson-Paradise,116.03,123.65,130.86
40,1999-05-01,3.9,0.026315789,-0.071428571,,,,,,701.575,0.008994406899834884,,,,,NV,Las Vegas-Henderson-Paradise,,,
41,1999-06-01,4.0,0.025641026,-0.024390244,,,,,,705.815,0.006043544881160212,,,,,NV,Las Vegas-Henderson-Paradise,,,
42,1999-07-01,4.1,0.025,0.025,113.07,0.007574406999999999,0.019291445,,,710.139,0.006126251213136591,,,,,NV,Las Vegas-Henderson-Paradise,117.39,125.78,133.54
43,1999-08-01,4.1,0.0,0.051282050999999995,,,,,,710.72,0.0008181496861883186,,,,,NV,Las Vegas-Henderson-Paradise,,,
44,1999-09-01,4.1,0.0,0.051282050999999995,,,,,,715.268,0.006399144529491307,,,,,NV,Las Vegas-Henderson-Paradise,,,
45,1999-10-01,4.1,0.0,0.078947368,113.17,0.000884408,0.01180152,,,720.533,0.007360877321507475,,,,,NV,Las Vegas-Henderson-Paradise,119.3,127.43,134.47
46,1999-11-01,4.1,0.0,0.10810810800000001,,,,,,724.113,0.004968544119422713,,,,,NV,Las Vegas-Henderson-Paradise,,,
47,1999-12-01,4.1,0.0,0.10810810800000001,,,,,,724.979,0.0011959459366148728,,,,,NV,Las Vegas-Henderson-Paradise,,,
48,2000-01-01,4.1,0.0,0.13888888900000002,114.54,0.012105682,0.020219115,0.030984,0.045097312,716.504,-0.011689993779130159,1393.37,,,,NV,Las Vegas-Henderson-Paradise,121.86,129.01,136.68
49,2000-02-01,4.2,0.024390244,0.166666667,,,,,,722.057,0.007750131192568288,,,,,NV,Las Vegas-Henderson-Paradise,,,
50,2000-03-01,4.1,-0.023809524,0.10810810800000001,,,,,,722.809,0.001041469025298447,,,,,NV,Las Vegas-Henderson-Paradise,,,
51,2000-04-01,4.1,0.0,0.078947368,116.03,0.013008556000000001,0.033951167000000004,,,723.26,0.0006239545993478313,,,,,NV,Las Vegas-Henderson-Paradise,123.65,130.86,139.3
52,2000-05-01,4.1,0.0,0.051282050999999995,,,,,,726.471,0.0044396206066974475,,,,,NV,Las Vegas-Henderson-Paradise,,,
53,2000-06-01,4.1,0.0,0.025,,,,,,730.485,0.0055253409977824575,,,,,NV,Las Vegas-Henderson-Paradise,,,
54,2000-07-01,4.2,0.024390244,0.024390244,117.39,0.011721107,0.038206421000000004,,,731.764,0.0017508915309691897,,,,,NV,Las Vegas-Henderson-Paradise,125.78,133.54,143.14
55,2000-08-01,4.3,0.023809524,0.048780488,,,,,,735.587,0.00522436195276077,,,,,NV,Las Vegas-Henderson-Paradise,,,
56,2000-09-01,4.4,0.023255814,0.073170732,,,,,,740.356,0.006483257588837166,,,,,NV,Las Vegas-Henderson-Paradise,,,
57,2000-10-01,4.5,0.022727273,0.097560976,119.3,0.016270551,0.054166297999999995,,,744.875,0.006103820324276477,,,,,NV,Las Vegas-Henderson-Paradise,127.43,134.47,152.44
58,2000-11-01,4.6,0.022222222000000003,0.12195122,,,,,,749.217,0.005829165967444094,,,,,NV,Las Vegas-Henderson-Paradise,,,
59,2000-12-01,4.7,0.02173913,0.146341463,,,,,,750.961,0.002327763518446657,,,,,NV,Las Vegas-Henderson-Paradise,,,
60,2001-01-01,4.8,0.021276596000000002,0.17073170699999998,121.86,0.021458507999999998,0.063907805,0.031675,0.022301832999999997,759.82,0.01179688425896952,1456.549,0.04534258667834101,56062.526,,NV,Las Vegas-Henderson-Paradise,129.01,136.68,162.07
61,2001-02-01,4.8,0.0,0.14285714300000002,,,,,,764.852,0.00662262114711365,,,,,NV,Las Vegas-Henderson-Paradise,,,
62,2001-03-01,4.9,0.020833333,0.19512195100000002,,,,,,764.845,-9.152097399156567e-06,,,,,NV,Las Vegas-Henderson-Paradise,,,
63,2001-04-01,4.9,0.0,0.19512195100000002,123.65,0.014688986999999999,0.065672671,,,763.523,-0.0017284547849564236,,,,,NV,Las Vegas-Henderson-Paradise,130.86,139.3,179.98
64,2001-05-01,4.9,0.0,0.19512195100000002,,,,,,762.651,-0.0011420743055546856,,,,,NV,Las Vegas-Henderson-Paradise,,,
65,2001-06-01,5.0,0.020408163,0.219512195,,,,,,765.121,0.0032387028929352635,,,,,NV,Las Vegas-Henderson-Paradise,,,
66,2001-07-01,5.0,0.0,0.19047619,125.78,0.017226041,0.071471164,,,771.559,0.00841435537646995,,,,,NV,Las Vegas-Henderson-Paradise,133.54,143.14,206.4
67,2001-08-01,5.1,0.02,0.186046512,,,,,,767.062,-0.005828459003135111,,,,,NV,Las Vegas-Henderson-Paradise,,,
68,2001-09-01,5.2,0.019607843,0.181818182,,,,,,772.008,0.006447979433213957,,,,,NV,Las Vegas-Henderson-Paradise,,,
69,2001-10-01,6.6,0.269230769,0.46666666700000003,127.43,0.013118143,0.068147527,,,775.043,0.003931306411332436,,,,,NV,Las Vegas-Henderson-Paradise,134.47,152.44,212.71
70,2001-11-01,6.7,0.015151515,0.456521739,,,,,,774.597,-0.000575451942666394,,,,,NV,Las Vegas-Henderson-Paradise,,,
71,2001-12-01,6.6,-0.014925373,0.404255319,,,,,,777.141,0.003284288475168262,,,,,NV,Las Vegas-Henderson-Paradise,,,
72,2002-01-01,6.5,-0.015151515,0.35416666700000005,129.01,0.012398963999999998,0.058673888,0.03156,-0.0036306240000000003,776.859,-0.00036286851420774813,1515.5710000000001,0.04052180874107236,59683.09,0.06458082177745617,NV,Las Vegas-Henderson-Paradise,136.68,162.07,219.31
73,2002-02-01,6.4,-0.015384615,0.333333333,,,,,,786.255,0.012094858912621076,,,,,NV,Las Vegas-Henderson-Paradise,,,
74,2002-03-01,6.2,-0.03125,0.265306122,,,,,,784.572,-0.00214052692828659,,,,,NV,Las Vegas-Henderson-Paradise,,,
75,2002-04-01,6.1,-0.016129031999999998,0.244897959,130.86,0.014339973999999998,0.058309745,,,782.662,-0.002434448336162909,,,,,NV,Las Vegas-Henderson-Paradise,139.3,179.98,228.8
76,2002-05-01,5.9,-0.032786885,0.204081633,,,,,,784.115,0.0018564846638777777,,,,,NV,Las Vegas-Henderson-Paradise,,,
77,2002-06-01,5.7,-0.033898305,0.14,,,,,,783.234,-0.0011235596819343385,,,,,NV,Las Vegas-Henderson-Paradise,,,
78,2002-07-01,5.6,-0.01754386,0.12,133.54,0.020479902,0.061695022999999995,,,786.969,0.0047686898168364245,,,,,NV,Las Vegas-Henderson-Paradise,143.14,206.4,235.02
79,2002-08-01,5.6,0.0,0.098039216,,,,,,786.117,-0.0010826347670620518,,,,,NV,Las Vegas-Henderson-Paradise,,,
80,2002-09-01,5.5,-0.017857143,0.057692308,,,,,,789.268,0.004008309195705051,,,,,NV,Las Vegas-Henderson-Paradise,,,
81,2002-10-01,5.5,0.0,-0.166666667,134.47,0.006964205,0.055246017,,,791.733,0.0031231470172361497,,,,,NV,Las Vegas-Henderson-Paradise,152.44,212.71,244.93
82,2002-11-01,5.5,0.0,-0.179104478,,,,,,790.115,-0.0020436182399874436,,,,,NV,Las Vegas-Henderson-Paradise,,,
83,2002-12-01,5.5,0.0,-0.166666667,,,,,,789.57,-0.0006897730077266573,,,,,NV,Las Vegas-Henderson-Paradise,,,
84,2003-01-01,5.5,0.0,-0.153846154,136.68,0.016434893,0.059452755999999995,0.032411,0.026964512000000003,793.62,0.005129374216345628,1572.924,0.03784250292464009,63858.03599999999,0.0699519076508941,NV,Las Vegas-Henderson-Paradise,162.07,219.31,252.17
85,2003-02-01,5.5,0.0,-0.140625,,,,,,800.136,0.008210478566568424,,,,,NV,Las Vegas-Henderson-Paradise,,,
86,2003-03-01,5.4,-0.018181818,-0.129032258,,,,,,797.895,-0.002800773868442352,,,,,NV,Las Vegas-Henderson-Paradise,,,
87,2003-04-01,5.4,0.0,-0.11475409800000001,139.3,0.019168862,0.064496408,,,798.814,0.001151780622763665,,,,,NV,Las Vegas-Henderson-Paradise,179.98,228.8,254.42
88,2003-05-01,5.3,-0.018518519,-0.101694915,,,,,,800.235,0.001778887200274415,,,,,NV,Las Vegas-Henderson-Paradise,,,
89,2003-06-01,5.3,0.0,-0.070175439,,,,,,803.451,0.004018819471780066,,,,,NV,Las Vegas-Henderson-Paradise,,,
90,2003-07-01,5.3,0.0,-0.053571429000000004,143.14,0.027566403,0.071888573,,,802.613,-0.0010430007554909082,,,,,NV,Las Vegas-Henderson-Paradise,206.4,235.02,255.81
91,2003-08-01,5.2,-0.018867925,-0.071428571,,,,,,803.199,0.0007301152610286188,,,,,NV,Las Vegas-Henderson-Paradise,,,
92,2003-09-01,5.1,-0.019230768999999998,-0.072727273,,,,,,806.5,0.004109815873774902,,,,,NV,Las Vegas-Henderson-Paradise,,,
93,2003-10-01,5.0,-0.019607843,-0.090909091,152.44,0.06497135700000001,0.133635755,,,810.897,0.005451952882827182,,,,,NV,Las Vegas-Henderson-Paradise,212.71,244.93,257.22
94,2003-11-01,4.9,-0.02,-0.109090909,,,,,,813.699,0.0034554326875051444,,,,,NV,Las Vegas-Henderson-Paradise,,,
95,2003-12-01,4.8,-0.020408163,-0.127272727,,,,,,812.119,-0.0019417499591370957,,,,,NV,Las Vegas-Henderson-Paradise,,,
96,2004-01-01,4.7,-0.020833333,-0.145454545,162.07,0.06317239599999999,0.185762365,0.034566,0.066489772,816.84,0.005813187476219728,1646.875,0.04701498610231636,73785.58,0.15546272046324772,NV,Las Vegas-Henderson-Paradise,219.31,252.17,255.05
97,2004-02-01,4.7,0.0,-0.145454545,,,,,,821.515,0.005723275059987154,,,,,NV,Las Vegas-Henderson-Paradise,,,
98,2004-03-01,4.6,-0.021276596000000002,-0.148148148,,,,,,819.161,-0.002865437636561774,,,,,NV,Las Vegas-Henderson-Paradise,,,
99,2004-04-01,4.5,-0.02173913,-0.166666667,179.98,0.110507805,0.292031587,,,819.658,0.0006067183374209861,,,,,NV,Las Vegas-Henderson-Paradise,228.8,254.42,250.9
100,2004-05-01,4.4,-0.022222222000000003,-0.16981132100000002,,,,,,822.368,0.003306256999870749,,,,,NV,Las Vegas-Henderson-Paradise,,,
101,2004-06-01,4.3,-0.022727273,-0.188679245,,,,,,825.944,0.004348418226389983,,,,,NV,Las Vegas-Henderson-Paradise,,,
102,2004-07-01,4.2,-0.023255814,-0.20754717,206.4,0.14679408800000002,0.441944949,,,832.738,0.008225739275302013,,,,,NV,Las Vegas-Henderson-Paradise,235.02,255.81,243.24
103,2004-08-01,4.2,0.0,-0.192307692,,,,,,831.821,-0.0011011866877698173,,,,,NV,Las Vegas-Henderson-Paradise,,,
104,2004-09-01,4.1,-0.023809524,-0.19607843100000003,,,,,,834.569,0.003303595364868128,,,,,NV,Las Vegas-Henderson-Paradise,,,
105,2004-10-01,4.1,0.0,-0.18,212.71,0.030571705,0.39536867,,,842.856,0.009929676276017929,,,,,NV,Las Vegas-Henderson-Paradise,244.93,257.22,235.81
106,2004-11-01,4.1,0.0,-0.163265306,,,,,,845.558,0.0032057670586671527,,,,,NV,Las Vegas-Henderson-Paradise,,,
107,2004-12-01,4.1,0.0,-0.145833333,,,,,,844.616,-0.0011140572261157944,,,,,NV,Las Vegas-Henderson-Paradise,,,
108,2005-01-01,4.1,0.0,-0.127659574,219.31,0.03102816,0.353180724,0.037838,0.094659492,848.016,0.00402549797777918,1708.846,0.03762944971536997,84534.069,0.14567194565659047,NV,Las Vegas-Henderson-Paradise,252.17,255.05,218.36
109,2005-02-01,4.1,0.0,-0.127659574,,,,,,856.926,0.01050687722873156,,,,,NV,Las Vegas-Henderson-Paradise,,,
110,2005-03-01,4.1,0.0,-0.10869565199999999,,,,,,854.407,-0.0029395770463260806,,,,,NV,Las Vegas-Henderson-Paradise,,,
111,2005-04-01,4.1,0.0,-0.088888889,228.8,0.043272081,0.271252361,,,862.01,0.00889856941715128,,,,,NV,Las Vegas-Henderson-Paradise,254.42,250.9,195.46
112,2005-05-01,4.1,0.0,-0.06818181799999999,,,,,,867.397,0.006249347455365983,,,,,NV,Las Vegas-Henderson-Paradise,,,
113,2005-06-01,4.1,0.0,-0.046511628,,,,,,871.57,0.004810945852937065,,,,,NV,Las Vegas-Henderson-Paradise,,,
