DATE,NGMP29820
2001-01-01,56062.526
2002-01-01,59683.09
2003-01-01,63858.036
2004-01-01,73785.58
2005-01-01,84534.069
2006-01-01,91605.482
2007-01-01,95147.969
2008-01-01,92952.533
2009-01-01,85917.211
2010-01-01,85777.918
2011-01-01,88078.558
2012-01-01,88973.895
2013-01-01,92313.816
2014-01-01,96096.878
2015-01-01,103276.16
2016-01-01,107846.053
2017-01-01,112427.827
2018-01-01,122288.155
2019-01-01,128496.477
